videos/NVR@ch6@main_20200710085959_20200710095958.avi,18,IN,1
videos/NVR@ch6@main_20200710085959_20200710095958.avi,840,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,840,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,840,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,852,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,876,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,882,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,18,IN,1
videos/NVR@ch6@main_20200710085959_20200710095958.avi,18,IN,1
videos/NVR@ch6@main_20200710085959_20200710095958.avi,18,IN,1
videos/NVR@ch6@main_20200710085959_20200710095958.avi,840,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,846,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,852,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,870,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,894,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,42,OUT,1
videos/NVR@ch6@main_20200710085959_20200710095958.avi,894,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,912,OUT,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,33,OUT,1
videos/NVR@ch6@main_20200710085959_20200710095958.avi,894,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,912,OUT,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,564,OUT,1
videos/NVR@ch6@main_20200710085959_20200710095958.avi,873,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,897,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,924,OUT,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,1395,IN,1
videos/NVR@ch6@main_20200710085959_20200710095958.avi,2262,OUT,1
videos/NVR@ch6@main_20200710085959_20200710095958.avi,2346,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,2484,OUT,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,2502,OUT,1
videos/NVR@ch6@main_20200710085959_20200710095958.avi,3135,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,3897,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,3912,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,3963,OUT,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,4062,IN,1
videos/NVR@ch6@main_20200710085959_20200710095958.avi,4308,OUT,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,5535,IN,1
videos/NVR@ch6@main_20200710085959_20200710095958.avi,5700,IN,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,5766,OUT,2
videos/NVR@ch6@main_20200710085959_20200710095958.avi,6036,OUT,1
